institution_id,name,type,state,city,url,accreditation_status,source,last_updated
336,Rowan College of South Jersey Paralegal AAS,Paralegal Program,New Jersey,,https://www.rcsj.edu/behavioralsciencesjustice/paralegal-aas-gloucester,AAfPE Member,AAfPE,2025-12-26 18:45:30
337,SUNY Rockland Community College Legal Studies,Paralegal Program,New York,,https://sunyrockland.edu/programs/legal-studies/,AAfPE Member,AAfPE,2025-12-26 18:45:30
338,Salt Lake Community College Paralegal Studies,Paralegal Program,Utah,,https://www.slcc.edu/paralegalstudies/,AAfPE Member,AAfPE,2025-12-26 18:45:30
339,San Diego Miramar College,Paralegal Program,California,,https://sdmiramar.edu/programs/paralegal,AAfPE Member,AAfPE,2025-12-26 18:45:30
340,San Francisco State University,Paralegal Program,California,,https://cel.sfsu.edu/paralegal,AAfPE Member,AAfPE,2025-12-26 18:45:30
341,Savannah Technical College Paralegal Studies,Paralegal Program,Georgia,,https://www.savannahtech.edu/academics/paralegal-studies/,AAfPE Member,AAfPE,2025-12-26 18:45:30
342,Seminole State College Legal Assistant,Paralegal Program,Florida,,https://www.seminolestate.edu/legal-assistant/degrees-programs,AAfPE Member,AAfPE,2025-12-26 18:45:30
343,Sinclair Community College Paralegal AAS,Paralegal Program,Ohio,,https://sinclair.edu/program/params/programCode/PAR-S-AAS/,AAfPE Member,AAfPE,2025-12-26 18:45:30
344,South Piedmont Community College Paralegal Technology,Paralegal Program,North Carolina,,https://spcc.edu/programs/paralegal-technology/,AAfPE Member,AAfPE,2025-12-26 18:45:30
345,South Puget Sound Community College Paralegal,Paralegal Program,Washington,,https://spscc.edu/government-public-admin-law/paralegal,AAfPE Member,AAfPE,2025-12-26 18:45:30
346,South Suburban College Paralegal/Legal Assistant,Paralegal Program,Illinois,,https://www.ssc.edu/academics/programs-of-study/legal-studies/paralegal-legal-assistant/,AAfPE Member,AAfPE,2025-12-26 18:45:30
347,South University – Savannah Campus Paralegal A.S.,Paralegal Program,Georgia,,https://www.southuniversity.edu/degree-programs/criminal-justice-and-legal-studies/paralegal-studies-as,AAfPE Member,AAfPE,2025-12-26 18:45:30
348,Southwest Tennessee Community College Paralegal,Paralegal Program,Tennessee,,https://southwest.tn.edu/paralegal/index.php,AAfPE Member,AAfPE,2025-12-26 18:45:30
349,Southwestern Illinois College Paralegal Studies,Paralegal Program,Illinois,,https://www.swic.edu/academics/career-degrees/paralegal-studies/,AAfPE Member,AAfPE,2025-12-26 18:45:30
350,Sowela Technical Community College Paralegal,Paralegal Program,Louisiana,,https://www.sowela.edu/programs/bat/paralegal/,AAfPE Member,AAfPE,2025-12-26 18:45:30
351,Spokane Community College Paralegal,Paralegal Program,Washington,,https://scc.spokane.edu/What-to-Study/Public-Services/Legal-Careers/Paralegal,AAfPE Member,AAfPE,2025-12-26 18:45:30
352,St. John's University Legal Studies,Paralegal Program,New York,,https://www.stjohns.edu/offices-departments/legal-studies,AAfPE Member,AAfPE,2025-12-26 18:45:30
353,St. Petersburg College Paralegal A.S.,Paralegal Program,Florida,,https://www.spcollege.edu/future-students/degrees-training/public-safety-public-policy-and-legal-studies/paralegal-studies-as-degree,AAfPE Member,AAfPE,2025-12-26 18:45:30
354,State College of Florida Paralegal Certificate,Paralegal Program,Florida,,https://www.scf.edu/programs/paralegal-legal-assisting-certifcate/,AAfPE Member,AAfPE,2025-12-26 18:45:30
355,Stevenson University Legal Studies,Paralegal Program,Pennsylvania,,https://www.stevenson.edu/academics/undergraduate-programs/legal-studies/,AAfPE Member,AAfPE,2025-12-26 18:45:30
